id_origem;cd_origem;id_categoria_economica;categoria_economica;nome
149;7;9;DEDUCOES DA RECEITA CORRENTE;DEDUCAO DAS RECEITAS - TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES
150;3;9;DEDUCOES DA RECEITA CORRENTE;DEDUCAO DAS RECEITAS - RECEITA PATRIMONIAL
151;7;9;DEDUCOES DA RECEITA CORRENTE;DEDUCAO DAS RECEITAS - TRANSFERENCIAS CORRENTES
152;1;9;DEDUCOES DA RECEITA CORRENTE;DEDUCAO DAS RECEITAS - IMPOSTOS
154;1;1;RECEITAS CORRENTES;IMPOSTOS, TAXAS E CONTRIBUI
155;4;1;RECEITAS CORRENTES;RECEITA AGROPECU?RIA
156;7;1;RECEITAS CORRENTES;TRANSFERONCIAS CORRENTES
157;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
158;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
159;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
160;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
161;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
162;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
163;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
164;6;1;RECEITAS CORRENTES;RECEITA DE SERVI
165;3;2;RECEITAS DE CAPITAL;AMORTIZA
166;4;7;RECEITA INTRAOR;RECEITA INTRAOR
167;6;7;RECEITA INTRAOR;RECEITA INTRAOR
168;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
169;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
170;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
171;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
172;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
173;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
174;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
175;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
176;2;1;RECEITAS CORRENTES;CONTRIBUI
177;2;7;RECEITA INTRAOR;RECEITA INTRAOR
178;5;7;RECEITA INTRAOR;RECEITA INTRAOR
179;9;9;DEDU;SEM DESCRICAO
180;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
181;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
182;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
183;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
184;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
185;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
186;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
187;0;7;RECEITA INTRAOR;RECEITA INTRAOR
188;1;7;RECEITA INTRAOR;RECEITA INTRAOR
189;1;2;RECEITAS DE CAPITAL;OPERA
190;7;7;RECEITA INTRAOR;RECEITA INTRAOR
191;0;9;DEDU;DEDU
192;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
193;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
194;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
195;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
196;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
197;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
198;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
199;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
200;3;7;RECEITA INTRAOR;RECEITA INTRAOR
201;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
202;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
203;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
204;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
205;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
206;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
207;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
208;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
209;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
210;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
211;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
212;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
213;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
214;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
215;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
216;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
217;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
218;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
219;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
220;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
221;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
222;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
223;4;2;RECEITAS DE CAPITAL;TRANSFERONCIAS DE CAPITAL
224;2;2;RECEITAS DE CAPITAL;ALIENA
225;9;7;RECEITA INTRAOR;RECEITA INTRAOR
226;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
227;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
228;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
229;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
230;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
305;1;1;RECEITAS CORRENTES;IMPOSTOS, TAXAS E CONTRIBUI
306;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
307;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
308;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
309;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
310;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
311;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
312;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
313;6;1;RECEITAS CORRENTES;RECEITA DE SERVI
314;3;2;RECEITAS DE CAPITAL;AMORTIZA
315;4;7;RECEITA INTRAOR;RECEITA INTRAOR
316;6;7;RECEITA INTRAOR;RECEITA INTRAOR
317;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
318;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
319;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
320;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
321;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
322;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
323;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
324;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
325;2;1;RECEITAS CORRENTES;CONTRIBUI
326;2;7;RECEITA INTRAOR;RECEITA INTRAOR
327;5;7;RECEITA INTRAOR;RECEITA INTRAOR
328;9;9;DEDU;SEM DESCRICAO
329;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
330;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
331;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
332;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
333;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
334;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
335;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
336;0;7;RECEITA INTRAOR;RECEITA INTRAOR
337;1;7;RECEITA INTRAOR;RECEITA INTRAOR
338;1;2;RECEITAS DE CAPITAL;OPERA
339;7;7;RECEITA INTRAOR;RECEITA INTRAOR
340;0;9;DEDU;DEDU
341;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
342;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
343;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
344;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
345;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
346;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
347;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
348;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
349;3;7;RECEITA INTRAOR;RECEITA INTRAOR
350;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
351;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
352;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
353;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
354;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
355;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
356;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
357;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
358;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
359;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
360;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
361;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
362;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
363;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
364;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
365;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
366;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
367;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
368;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
369;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
370;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
371;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
372;2;2;RECEITAS DE CAPITAL;ALIENA
373;9;7;RECEITA INTRAOR;RECEITA INTRAOR
374;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
375;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
376;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
377;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
378;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
453;1;1;RECEITAS CORRENTES;IMPOSTOS, TAXAS E CONTRIBUI
454;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
455;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
456;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
457;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
458;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
459;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
460;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
461;6;1;RECEITAS CORRENTES;RECEITA DE SERVI
462;3;2;RECEITAS DE CAPITAL;AMORTIZA
463;4;7;RECEITA INTRAOR;RECEITA INTRAOR
464;6;7;RECEITA INTRAOR;RECEITA INTRAOR
465;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
466;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
467;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
468;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
469;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
470;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
471;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
472;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
473;2;1;RECEITAS CORRENTES;CONTRIBUI
474;2;7;RECEITA INTRAOR;RECEITA INTRAOR
475;5;7;RECEITA INTRAOR;RECEITA INTRAOR
476;9;9;DEDU;SEM DESCRICAO
477;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
478;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
479;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
480;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
481;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
482;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
483;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
484;0;7;RECEITA INTRAOR;RECEITA INTRAOR
485;1;7;RECEITA INTRAOR;RECEITA INTRAOR
486;1;2;RECEITAS DE CAPITAL;OPERA
487;7;7;RECEITA INTRAOR;RECEITA INTRAOR
488;0;9;DEDU;DEDU
489;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
490;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
491;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
492;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
493;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
494;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
495;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
496;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
497;3;7;RECEITA INTRAOR;RECEITA INTRAOR
498;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
499;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
500;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
501;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
502;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
503;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
504;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
505;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
506;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
507;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
508;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
509;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
510;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
511;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
512;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
513;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
514;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
515;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
516;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
517;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
518;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
519;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
520;2;2;RECEITAS DE CAPITAL;ALIENA
521;9;7;RECEITA INTRAOR;RECEITA INTRAOR
522;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
523;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
524;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
525;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
526;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
231;1;1;RECEITAS CORRENTES;IMPOSTOS, TAXAS E CONTRIBUI
232;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
233;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
234;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
235;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
236;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
237;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
238;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
239;6;1;RECEITAS CORRENTES;RECEITA DE SERVI
240;3;2;RECEITAS DE CAPITAL;AMORTIZA
241;4;7;RECEITA INTRAOR;RECEITA INTRAOR
242;6;7;RECEITA INTRAOR;RECEITA INTRAOR
243;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
244;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
245;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
246;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
247;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
248;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
249;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
250;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
251;2;1;RECEITAS CORRENTES;CONTRIBUI
252;2;7;RECEITA INTRAOR;RECEITA INTRAOR
253;5;7;RECEITA INTRAOR;RECEITA INTRAOR
254;9;9;DEDU;SEM DESCRICAO
255;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
256;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
257;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
258;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
259;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
260;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
261;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
262;0;7;RECEITA INTRAOR;RECEITA INTRAOR
263;1;7;RECEITA INTRAOR;RECEITA INTRAOR
264;1;2;RECEITAS DE CAPITAL;OPERA
265;7;7;RECEITA INTRAOR;RECEITA INTRAOR
266;0;9;DEDU;DEDU
267;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
268;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
269;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
270;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
271;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
272;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
273;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
274;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
275;3;7;RECEITA INTRAOR;RECEITA INTRAOR
276;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
277;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
278;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
279;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
280;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
281;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
282;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
283;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
284;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
285;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
286;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
287;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
288;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
289;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
290;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
291;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
292;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
293;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
294;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
295;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
296;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
297;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
298;2;2;RECEITAS DE CAPITAL;ALIENA
299;9;7;RECEITA INTRAOR;RECEITA INTRAOR
300;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
301;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
302;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
303;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
304;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
527;3;9;DEDUCAO DAS RECEITAS;SEM DESCRICAO
153;0;0;DEDUCAO DAS RECEITAS;SEM DESCRICAO
379;1;1;RECEITAS CORRENTES;IMPOSTOS, TAXAS E CONTRIBUI
380;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
381;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
382;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
383;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
384;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
385;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
386;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
387;6;1;RECEITAS CORRENTES;RECEITA DE SERVI
388;3;2;RECEITAS DE CAPITAL;AMORTIZA
389;4;7;RECEITA INTRAOR;RECEITA INTRAOR
390;6;7;RECEITA INTRAOR;RECEITA INTRAOR
391;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
392;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
393;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
394;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
395;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
396;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
397;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
398;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
399;2;1;RECEITAS CORRENTES;CONTRIBUI
400;2;7;RECEITA INTRAOR;RECEITA INTRAOR
401;5;7;RECEITA INTRAOR;RECEITA INTRAOR
402;9;9;DEDU;SEM DESCRICAO
403;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
404;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
405;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
406;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
407;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
408;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
409;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
410;0;7;RECEITA INTRAOR;RECEITA INTRAOR
411;1;7;RECEITA INTRAOR;RECEITA INTRAOR
412;1;2;RECEITAS DE CAPITAL;OPERA
413;7;7;RECEITA INTRAOR;RECEITA INTRAOR
414;0;9;DEDU;DEDU
415;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
416;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
417;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
418;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
419;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
420;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
421;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
422;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
423;3;7;RECEITA INTRAOR;RECEITA INTRAOR
424;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
425;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
426;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
427;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
428;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
429;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
430;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
431;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
432;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
433;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
434;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
435;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
436;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
437;1;9;DEDUCOES DA RECEITA CORRENTE;DEDU
438;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
439;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
440;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
441;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
442;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
443;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
444;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
445;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
446;2;2;RECEITAS DE CAPITAL;ALIENA
447;9;7;RECEITA INTRAOR;RECEITA INTRAOR
448;3;9;DEDUCOES DA RECEITA CORRENTE;DEDU
449;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
450;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
451;7;9;DEDUCOES DA RECEITA CORRENTE;DEDU
452;9;9;DEDUCOES DA RECEITA CORRENTE;DEDU
528;1;9;DEDUCAO DAS RECEITAS;SEM DESCRICAO
